epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec
1,2.242774,0.16,2.188085,0.166667,0.001,25.5785
2,1.863132,0.413333,2.020249,0.28,0.001,0.4141
3,1.652626,0.503333,1.794336,0.326667,0.001,0.4032
